District_Name,Crop_Year,Season,Area,Production,Temperature,PH,Rainfall,Sowing Temp,Harvest Temp,Phosphorous,Nitrogen,Potash,crop
CHAMARAJANAGAR,2007,Rabi,25.0,51.0,31.8317555875,7.4113521665,47.4148959816,29.0102621069,16.67875024,7.0321574495,19.3851245164,10.4066939711,jowar
CHIKMAGALUR,2007,Rabi,5933.0,7062.0,31.028942862,6.6286209687,38.5855171753,28.7372003168,16.295987002,7.8906108534,18.3492365374,11.0840694712,jowar
CHITRADURGA,2007,Rabi,8092.0,6709.0,28.6699680249,7.0749571162,59.27945045,25.7253066012,17.5981849788,6.3381315139,20.2522704409,11.7562878969,jowar
DAVANGERE,2007,Rabi,2866.0,3502.0,30.33680728,6.3276926902,45.621884994,26.7432328071,16.9208289531,8.2191458247,20.9023117545,8.5352946207,jowar
DHARWAD,2007,Rabi,41768.0,31143.0,28.3946343653,6.6991736117,58.4909291516,25.0795093044,16.0816611816,6.3248196412,18.3067712406,11.4996303535,jowar
GADAG,2007,Rabi,62798.0,58093.0,30.4725378885,7.2827849966,56.5160049807,28.7375411965,16.9724191216,8.7683850046,21.1626341461,9.6964999155,jowar
GULBARGA,2007,Rabi,246031.0,245291.0,30.3902212077,7.4582588289,44.1485865132,26.7016694008,17.8865164218,8.1656076857,21.2786542106,11.2956145513,jowar
HASSAN,2007,Rabi,432.0,269.0,31.4397115028,7.1032681955,54.830970834,25.8996532788,17.1252295151,8.01592044,19.9866027803,11.2141575253,jowar
HAVERI,2007,Rabi,28334.0,25973.0,27.447414941,7.1274175909,64.5304522091,28.4627562995,16.6179178362,8.2911592212,20.2809503777,8.25725951,jowar
KOPPAL,2007,Rabi,44010.0,50603.0,27.7664617057,6.0797097936,41.2619303045,27.7657235115,17.4782780371,7.0214467253,21.165681995,8.9723440082,jowar
MYSORE,2007,Rabi,179.0,82.0,25.0806657027,6.493737212,55.5652567963,27.777864601,17.6800938788,8.260380384,20.9775013502,11.3359157358,jowar
RAICHUR,2007,Rabi,115414.0,149896.0,28.577825406,7.3277784818,47.1611582225,29.7375479192,16.5239994273,7.9267569549,20.0824035003,8.4664832574,jowar
SHIMOGA,2007,Rabi,9.0,7.0,29.6276361523,6.8103688919,39.6727827984,28.2639024357,16.8113855547,7.1206802368,21.7644230482,9.522730799,jowar
TUMKUR,2007,Rabi,95.0,158.0,25.518882178,6.4314147803,50.9728214758,29.4914143202,16.9586488477,6.3781837381,18.918707014,10.0412830863,jowar
UTTAR KANNAD,2007,Rabi,14.0,12.0,27.8566755443,7.0473410292,40.337582224,25.1629808473,17.6657418939,7.5916218887,20.7343877399,8.2029557754,jowar
BAGALKOT,2007,Rabi,3690.0,1844.0,23.4925551704,5.6783769487,65.6356851791,20.1632754479,30.8006774585,24.8048063059,17.5856735331,0.0,linseed
BELGAUM,2007,Rabi,1549.0,506.0,24.9217447489,5.3375272996,74.0966843253,20.0019402659,30.5972839457,24.0747311621,14.9059045502,0.0,linseed
BELLARY,2007,Rabi,35.0,14.0,24.3366823966,5.2138813336,73.4046980925,20.4307865562,30.9386474379,22.7728902073,17.1028784209,0.0,linseed
BIDAR,2007,Rabi,297.0,117.0,22.126000458,5.9744110091,52.6308820986,20.1449056948,30.7943810281,22.4426002593,14.2604607407,0.0,linseed
BIJAPUR,2007,Rabi,5093.0,1727.0,21.348499092,6.256873903,45.2212883631,20.4593090779,30.1239041234,27.4373539083,15.4531803081,0.0,linseed
DHARWAD,2007,Rabi,92.0,36.0,21.4261070631,5.907092277,72.0216636192,20.252741728,30.2656125646,25.8673744512,16.9664604124,0.0,linseed
GADAG,2007,Rabi,758.0,421.0,25.5540655347,6.1817636507,45.0434811421,20.4810704703,30.0648017198,22.3394048935,14.4599715869,0.0,linseed
GULBARGA,2007,Rabi,401.0,158.0,25.6765717184,5.6915059582,59.3774701193,20.4950627107,30.5242788617,25.5465694546,15.5567603426,0.0,linseed
HAVERI,2007,Rabi,128.0,51.0,22.1352196946,5.6835828463,56.506164411,20.5167586176,30.0123233654,26.7194819236,16.2462729656,0.0,linseed
KOPPAL,2007,Rabi,1473.0,469.0,23.1557753086,6.2750117414,70.2811887224,20.8599070835,30.626682863,23.1099397903,14.2092104014,0.0,linseed
RAICHUR,2007,Rabi,237.0,94.0,24.3534527025,6.9234803835,51.9427133429,20.5317236029,30.3578480609,25.0248560732,17.8824123839,0.0,linseed
SHIMOGA,2007,Rabi,11.0,4.0,22.1135002966,5.3413569051,72.4929347698,20.4374073364,30.9082726075,24.4088055012,16.8159664158,0.0,linseed
UTTAR KANNAD,2007,Rabi,2.0,1.0,25.3214302823,6.0255122882,63.2059905394,20.6247705813,30.033574288,24.9789488122,15.2014777814,0.0,linseed
BAGALKOT,2007,Kharif,49303.0,194845.0,26.6403296348,5.8573245204,101.1569726955,28.8369953122,34.1746989803,15.547593455,45.240866562,9.041478319,maize-k
BANGALORE RURAL,2007,Kharif,8270.0,38651.0,27.1196585753,5.5593506655,67.6665508583,27.2470389707,32.5527840147,16.013205971,45.9714736085,10.9933278394,maize-k
BELGAUM,2007,Kharif,120888.0,392785.0,29.6268627284,6.1523110758,66.1697465712,27.7839813978,30.364761155,18.6142614161,43.7327875974,9.1060388879,maize-k
BELLARY,2007,Kharif,91886.0,260481.0,29.1393882727,6.587007746,72.892894161,29.619997305,31.0984710747,17.4351769027,41.6217697364,10.6378672022,maize-k
BENGALURU URBAN,2007,Kharif,601.0,2005.0,25.4171335747,6.7270546707,92.7155887958,28.0408481271,30.472890921,16.9816073692,45.0919166909,9.3075105064,maize-k
BIDAR,2007,Kharif,433.0,927.0,25.9996011495,6.2350901459,76.6303139125,25.059312395,33.0337539241,19.3213978495,45.8361598945,9.4235133886,maize-k
BIJAPUR,2007,Kharif,45259.0,134598.0,28.4995815809,7.2001939882,60.2968245961,29.7891791215,32.696401833,17.707683309,40.0000277916,10.4885516406,maize-k
CHAMARAJANAGAR,2007,Kharif,30951.0,75660.0,29.0739996615,5.7366683737,101.1399511383,25.1952761868,31.4670621895,15.3146253523,41.3957250898,8.1700728395,maize-k
CHIKBALLAPUR,2007,Kharif,32608.0,57155.0,26.2200343234,6.1790537294,96.1013890972,25.0382617142,34.5620534644,19.6322404675,41.9436494369,11.992381909,maize-k
CHIKMAGALUR,2007,Kharif,4209.0,12300.0,29.475239887,6.5534289686,98.8048823655,25.986698276,32.2076850823,15.8725874337,44.0148879635,10.6519034151,maize-k
CHITRADURGA,2007,Kharif,62178.0,177038.0,26.2392177464,7.3951988954,104.1340045908,29.1144814141,32.6047613549,18.3458149253,42.672867459,9.9834425133,maize-k
DAVANGERE,2007,Kharif,171573.0,533576.0,27.9785208951,5.9078361086,89.1812744344,29.9639283547,34.7619837983,17.1943084233,40.7562362404,8.6338925528,maize-k
DHARWAD,2007,Kharif,40453.0,87212.0,26.8126426047,6.7917257337,68.8855220946,27.7678140922,33.43254252,18.6165668661,40.4191517527,11.8566377617,maize-k
GADAG,2007,Kharif,41095.0,143408.0,28.1778517341,6.7493265487,76.9186528473,28.3050408797,32.5971380042,16.5816588792,44.4453838701,10.266302553,maize-k
GULBARGA,2007,Kharif,2087.0,4887.0,25.4359116687,6.8199733563,71.9393946578,29.2366857007,30.9695440039,20.8690493545,41.1052403603,8.8970027405,maize-k
HASSAN,2007,Kharif,39669.0,123676.0,26.4337904357,7.4514385625,92.8111960717,26.1214666299,33.9243217373,16.422484975,41.7558269963,9.0626444844,maize-k
HAVERI,2007,Kharif,137735.0,331828.0,29.1818602653,6.9337615337,96.8979859409,25.9639272146,30.0528756388,19.2439944446,41.4819064535,10.5912391621,maize-k
KODAGU,2007,Kharif,2685.0,11389.0,28.1786570742,6.1485624738,70.02944496,26.873867123,32.7967819676,18.4651842864,42.8358422101,8.7587739766,maize-k
KOLAR,2007,Kharif,932.0,2906.0,28.522142598,6.9400975876,68.1861553968,28.9107434232,34.0714155731,17.9647003925,43.1087045113,9.0959622549,maize-k
KOPPAL,2007,Kharif,24263.0,70315.0,27.4761084938,6.703859551,68.9630221465,25.5301121365,34.546274759,18.6230368273,41.8276149691,8.7108403325,maize-k
MANDYA,2007,Kharif,2101.0,6948.0,27.4181167385,7.0272789201,66.5632403958,27.2474001019,31.3752778888,16.2017609292,43.3228465162,8.6049367108,maize-k
MYSORE,2007,Kharif,25387.0,87986.0,26.2651194835,6.2057461285,60.1348463787,27.6003667017,33.3761711491,19.519781391,44.9512945231,8.5737884455,maize-k
RAICHUR,2007,Kharif,606.0,1188.0,25.129921331,5.8627077652,108.7488526462,28.6558967255,34.4390287069,19.1274067235,45.3560209098,8.463312813,maize-k
RAMANAGARA,2007,Kharif,1669.0,12220.0,25.2312164749,5.8884763177,61.8757922075,28.3481912159,32.3210846945,18.3039494057,44.1905854291,11.4932262654,maize-k
SHIMOGA,2007,Kharif,54816.0,119668.0,26.2441518386,6.5064964796,93.5243643104,29.2037527686,32.3482499991,15.8554782242,42.60367029,9.5920759862,maize-k
TUMKUR,2007,Kharif,20634.0,58445.0,29.1039328733,7.4922495045,94.0632122314,28.4211732221,30.2521850238,17.2323755473,41.4150461192,11.5385290677,maize-k
UTTAR KANNAD,2007,Kharif,2826.0,8409.0,29.6238084862,5.8732446883,84.8564994983,26.2863136412,33.3004407594,15.0644335857,41.0036115193,8.7124506767,maize-k
BAGALKOT,2007,Rabi,16147.0,67418.0,22.0217365663,6.7869792656,131.8556330688,22.4017240971,26.3616642082,66.9162076682,26.2127439177,12.1150799091,maize-r
BANGALORE RURAL,2007,Rabi,110.0,393.0,21.3243026985,6.573409656,81.9266938678,21.0238918069,28.1713780481,66.8849482271,21.491003798,10.303938827,maize-r
BELGAUM,2007,Rabi,28881.0,96184.0,26.298756541,5.7005260763,168.4836238918,26.4105009378,26.6061637989,68.0198172618,21.0967449112,10.1401405598,maize-r
BELLARY,2007,Rabi,2886.0,9162.0,22.1714152855,5.5395258554,181.590032309,25.5318599706,25.200070249,71.4945058328,23.8506281365,12.5174870638,maize-r
BENGALURU URBAN,2007,Rabi,133.0,475.0,21.6302565926,6.6350422263,231.8188190709,26.1387307443,25.0838959874,71.1226990337,26.5343173592,10.2945823208,maize-r
BIDAR,2007,Rabi,77.0,216.0,26.2419006178,6.0458693677,270.4362440586,22.9134736244,25.9960005964,69.4029561579,25.4636515749,10.6464458432,maize-r
BIJAPUR,2007,Rabi,7451.0,21787.0,24.8170109645,5.9363287048,274.4179723514,26.9169179882,27.1725214771,71.1170846702,24.9037068889,10.2366244175,maize-r
CHAMARAJANAGAR,2007,Rabi,1036.0,3075.0,23.3959766186,5.9074105747,169.3986212061,25.0670771209,25.8343067412,65.7357870118,25.1090358149,13.9796182038,maize-r
CHIKBALLAPUR,2007,Rabi,239.0,837.0,25.1633872455,6.8330420046,110.8880242613,22.3232170969,27.6882822106,71.2416022922,22.722544208,11.1616120396,maize-r
CHITRADURGA,2007,Rabi,2616.0,9034.0,21.4169826663,6.8036586353,101.2441725246,23.4089897363,25.9479097392,67.7944120413,22.0213157622,11.1850979755,maize-r
DAVANGERE,2007,Rabi,543.0,1159.0,22.9523302955,7.1305982661,143.3978466121,25.7439934627,25.363263032,65.9865889101,24.1878692615,11.2532675697,maize-r
DHARWAD,2007,Rabi,772.0,2137.0,24.5763195269,6.2830588172,148.4388091161,26.9234323968,29.4857233887,71.6883138438,22.4201879315,11.8485207962,maize-r
GADAG,2007,Rabi,1311.0,1167.0,22.81046069,6.1537607587,294.3154641803,23.3861969077,27.5900792885,69.4304744775,24.245363281,13.1002594278,maize-r
GULBARGA,2007,Rabi,276.0,955.0,22.6008462408,6.9297627505,285.0980779874,24.5622974583,26.9003177877,71.8785916274,22.5699795069,13.2791437715,maize-r
HASSAN,2007,Rabi,7299.0,23706.0,24.8790187512,6.5233314112,130.7085728,24.2165869577,29.0861593906,72.7331274019,22.2495483872,11.1048436546,maize-r
HAVERI,2007,Rabi,1750.0,5120.0,22.6737178346,6.805714844,218.8399867565,24.981039083,25.3276972391,66.1249151538,24.1007929984,11.9429158879,maize-r
KODAGU,2007,Rabi,45.0,161.0,22.2669701507,7.1165331293,104.0018760062,22.5192231029,25.3126248051,65.9984273424,25.2451671046,12.3599915378,maize-r
KOPPAL,2007,Rabi,2365.0,7582.0,23.9059699036,6.6572079773,241.7556629298,23.3569358025,25.2298956711,69.5394034803,25.0627742,10.3225528701,maize-r
MANDYA,2007,Rabi,12.0,43.0,21.8752194102,5.6785932671,218.1320089119,25.8300606021,26.989465259,66.7607787402,21.6126579504,10.9124910389,maize-r
MYSORE,2007,Rabi,3105.0,8409.0,25.6539895322,6.2588188495,269.8077420302,26.0090640127,26.7204460711,67.2303676177,24.878853302,11.7608816649,maize-r
RAICHUR,2007,Rabi,369.0,1312.0,21.1463693025,7.2499015372,165.1264186889,22.5311318282,26.13821774,67.9856226946,22.2953427963,10.1377907995,maize-r
RAMANAGARA,2007,Rabi,60.0,214.0,23.4367865787,6.0412183894,176.1341549386,21.7927211801,26.7513080375,68.5261507817,21.6218818749,11.8977518425,maize-r
SHIMOGA,2007,Rabi,19.0,68.0,21.4591371785,5.5792929405,265.7939229654,21.7261637353,25.6067934438,65.7919431449,26.3268953507,11.9357651063,maize-r
TUMKUR,2007,Rabi,81.0,159.0,23.8584481132,6.8628551241,171.584083347,26.7494290262,26.9090870352,69.431512512,23.8914453336,10.8992508474,maize-r
UDUPI,2007,Rabi,15.0,54.0,26.4433929215,6.8465005247,138.3559803223,25.2850976875,29.6548296343,72.8050335807,22.5622844367,13.4800406335,maize-r
UTTAR KANNAD,2007,Rabi,56.0,145.0,26.7013059176,6.1426316977,65.4435940318,23.732215664,27.0453123658,69.5993305554,23.859119204,12.6699779082,maize-r
BAGALKOT,2007,Kharif,47730.0,9431.0,33.5232255871,6.8623346378,76.4582367925,25.5745499654,32.5055596537,15.9592467026,5.5437614893,0.0,moong(green gram)
BANGALORE RURAL,2007,Kharif,6.0,1.0,25.3890656788,6.7353774787,81.5383343632,25.7671178239,34.8352861063,14.6554014754,5.9954466257,0.0,moong(green gram)
BELGAUM,2007,Kharif,31767.0,6126.0,29.0642168757,6.6663499781,61.2673196649,28.3703053778,33.7050234808,16.842934058,4.0789447204,0.0,moong(green gram)
BELLARY,2007,Kharif,2835.0,439.0,34.1185765758,7.0168399776,70.2642543151,26.8584631386,34.3792641793,15.2159651746,4.1588851866,0.0,moong(green gram)
BENGALURU URBAN,2007,Kharif,46.0,10.0,27.3526840002,6.5549253557,66.1874293388,25.5207803462,33.138245634,16.4263574261,3.7769185112,0.0,moong(green gram)
BIDAR,2007,Kharif,53713.0,19697.0,25.4108263992,6.974885375,68.8246556978,25.7841299459,30.1890642454,17.9168388173,6.2932031606,0.0,moong(green gram)
BIJAPUR,2007,Kharif,44707.0,7900.0,26.6135210199,6.9777965485,87.1405164347,28.3104378356,33.6602848655,15.5954289933,4.8918334434,0.0,moong(green gram)
CHAMARAJANAGAR,2007,Kharif,1822.0,431.0,31.2167633322,6.7255320605,81.8476359935,28.7918205035,31.793424436,17.8387285978,4.4947480967,0.0,moong(green gram)
CHIKMAGALUR,2007,Kharif,3068.0,723.0,25.1801046373,6.7231291771,80.2835114876,27.5935659909,31.1817601614,15.0637487546,4.3236473355,0.0,moong(green gram)
CHITRADURGA,2007,Kharif,5752.0,1317.0,25.283251169,6.5730275828,61.2454313821,27.6403815885,32.1008894159,16.377588506,6.2431074645,0.0,moong(green gram)
DAVANGERE,2007,Kharif,1557.0,392.0,32.1389151653,7.1611628606,75.2349525358,27.4638347895,33.3541466282,15.3902341954,3.2978858474,0.0,moong(green gram)
DHARWAD,2007,Kharif,43956.0,12653.0,25.2940689788,6.9010295249,85.3188568047,29.8244737304,32.3037792173,17.8598307311,4.4633910693,0.0,moong(green gram)
GADAG,2007,Kharif,99290.0,16130.0,32.6691062692,6.9386401596,81.8601250349,29.0155103795,30.0356762623,14.1884900194,6.895038754,0.0,moong(green gram)
GULBARGA,2007,Kharif,116024.0,30421.0,30.4230774687,6.4889365069,75.7857785877,25.5850653356,34.496212363,17.4900810887,6.7497250071,0.0,moong(green gram)
HASSAN,2007,Kharif,2364.0,456.0,31.1508418128,6.4315400258,77.1301391941,26.5146953406,31.9731416756,14.7469854103,6.7044611118,0.0,moong(green gram)
HAVERI,2007,Kharif,9585.0,1512.0,32.0810558863,6.4386265974,62.0588546161,28.7062409088,34.7101932657,15.8349403316,6.7312774851,0.0,moong(green gram)
KOPPAL,2007,Kharif,31503.0,4489.0,32.8467393273,7.0627774687,73.0181231789,28.4761949719,30.7415000502,15.2178862975,4.1324102778,0.0,moong(green gram)
MANDYA,2007,Kharif,491.0,111.0,32.0955497229,6.4149383537,78.115927303,28.8843818246,30.2148132932,16.1171764739,4.2719070658,0.0,moong(green gram)
MYSORE,2007,Kharif,3564.0,1087.0,25.4629995389,6.4675572591,63.3362689288,25.2734934962,31.1535991352,15.4670465295,4.314800887,0.0,moong(green gram)
RAICHUR,2007,Kharif,11911.0,962.0,28.8347417634,6.4162855731,82.7710682791,26.884815335,30.8360536694,16.4959687787,5.3757641888,0.0,moong(green gram)
RAMANAGARA,2007,Kharif,85.0,19.0,27.4718732074,6.7929614073,76.3911286781,28.8952224032,30.4254375026,15.6737735908,6.2550459985,0.0,moong(green gram)
SHIMOGA,2007,Kharif,89.0,20.0,28.7223108347,6.4127944336,83.6755642393,25.0904594588,32.4799831944,15.1188989617,6.9166743749,0.0,moong(green gram)
TUMKUR,2007,Kharif,8765.0,2681.0,25.8233720626,6.9845027891,86.0515184988,25.8412871441,33.0251754003,14.8789583734,3.0039254631,0.0,moong(green gram)
BANGALORE RURAL,2007,Kharif,47641.0,110869.0,23.1865351662,4.59736611,100.2388086623,30.4768645828,21.552722113,13.7841006901,26.5009953292,10.3814210303,ragi
BELGAUM,2007,Kharif,1111.0,496.0,31.6382780883,4.5726554419,106.3565731019,31.9858332661,29.4959149468,12.9527714508,23.7412383793,13.5209759972,ragi
BELLARY,2007,Kharif,3766.0,2700.0,32.9087726549,5.2438147616,98.7715585921,32.5597536097,23.587850283,9.5648791248,26.4153714586,13.3069463865,ragi
BENGALURU URBAN,2007,Kharif,28075.0,69342.0,25.6192888113,4.688994277,100.7211265422,31.4920601702,23.9936975288,9.4210887833,25.0582289978,10.5278577787,ragi
CHAMARAJANAGAR,2007,Kharif,17971.0,15532.0,32.1142778389,6.6290271122,94.8259969982,33.9397661169,23.8881220701,10.2751087518,23.2393827961,13.4756887057,ragi
CHIKBALLAPUR,2007,Kharif,37310.0,52440.0,22.1648049144,5.4890314691,91.9026309577,30.2842112811,25.611120898,13.1489895826,26.867418971,13.3980187144,ragi
CHIKMAGALUR,2007,Kharif,52441.0,77935.0,25.9065403158,6.7289354039,96.9450319624,31.7839085061,25.1905245222,14.9672248734,24.9337979629,11.0951745645,ragi
CHITRADURGA,2007,Kharif,57318.0,74608.0,31.2059544754,7.0898492664,106.0188607654,31.310273832,25.3146355068,10.6763118023,23.776934921,13.9419473276,ragi
DAVANGERE,2007,Kharif,23300.0,36791.0,30.6024691415,6.8984802878,100.7915182126,31.3848189209,29.8448090957,10.0519086091,25.1123029081,11.2090852922,ragi
DHARWAD,2007,Kharif,108.0,150.0,29.829242787,7.6633201104,104.9402251757,33.118565124,26.567974778,9.4211116818,25.4800984774,12.3842734,ragi
GADAG,2007,Kharif,27.0,38.0,33.359295088,6.6395807954,101.5701719676,33.906851057,27.3654936172,13.9772967511,24.1010232899,10.8649100044,ragi
HASSAN,2007,Kharif,59178.0,79869.0,20.0765618722,4.5767160652,94.2068814339,31.0390260816,21.084049514,12.6294069875,24.8287883702,13.4633795227,ragi
HAVERI,2007,Kharif,920.0,960.0,27.57985514,5.9323355334,105.1875465514,32.6300907682,20.8622705778,9.8602974771,25.0135562436,12.7041897875,ragi
KODAGU,2007,Kharif,274.0,432.0,21.9544031157,6.1212199635,95.4846929803,31.7133348503,26.3577536167,12.354126204,24.5260327148,13.8833213904,ragi
KOLAR,2007,Kharif,60285.0,72434.0,30.3728161093,7.3439288189,103.8936287471,30.0721420959,28.3434095962,10.2410459081,25.5939898236,11.6042206985,ragi
MANDYA,2007,Kharif,61094.0,113067.0,27.3460822239,6.2618758208,109.772519849,31.7632481316,25.7729942794,12.5675807067,26.3866277322,12.1824621945,ragi
MYSORE,2007,Kharif,64082.0,108905.0,25.8360052096,6.93455134,108.2868644975,33.5122183374,23.027525017,12.9550161168,26.862356337,11.5988261509,ragi
RAMANAGARA,2007,Kharif,74200.0,164366.0,32.0696868453,7.2981452462,92.4291219092,32.8245834302,26.4227504926,12.4343448314,24.2460796766,13.6869218633,ragi
SHIMOGA,2007,Kharif,2050.0,2727.0,24.8003212657,5.8634374289,94.9095672917,33.2613113964,22.557492461,11.074360297,24.034251935,12.7259050099,ragi
TUMKUR,2007,Kharif,195661.0,306575.0,32.7089649033,6.9427291125,95.2075575235,32.4843289984,21.4849417961,10.2443275398,23.7910388964,12.0978967244,ragi
UTTAR KANNAD,2007,Kharif,19.0,26.0,23.6950269303,6.180123393,99.3612806547,33.4165011953,25.298049646,14.548736181,26.0558785623,10.5629443779,ragi
BAGALKOT,2007,Kharif,68.0,206.0,25.5703919779,5.4301901362,15.705866457,29.8403414198,18.9098193694,49.5598944002,13.3318744824,12.6482986758,rice
BANGALORE RURAL,2007,Kharif,1990.0,5928.0,22.5768725387,8.8131351322,17.2205063879,21.0010353403,18.5842047384,52.3242781059,12.0428570163,12.9552441138,rice
BELGAUM,2007,Kharif,69259.0,100026.0,26.8393731149,8.2070306313,18.9491734408,27.3704892858,17.3172045713,48.6889353829,12.7486543428,12.3990833262,rice
BELLARY,2007,Kharif,76597.0,283719.0,19.8473492942,6.8994545463,16.1097484603,26.3411652484,25.8202986611,50.9554797374,12.5963391748,13.0636075642,rice
BENGALURU URBAN,2007,Kharif,1523.0,4752.0,19.0084975084,7.0403906125,14.8467065565,21.893849672,25.2321779329,48.4947343104,11.579179881,12.7572664588,rice
BIDAR,2007,Kharif,6812.0,4223.0,16.1225285267,7.1355944913,17.5495202775,23.880454403,23.827616142,52.5464867679,10.1762557784,12.5259204597,rice
BIJAPUR,2007,Kharif,20.0,45.0,21.3943481697,9.1772855828,16.6916502345,24.4156106914,16.4445444322,47.1216849427,11.4380727931,11.8218311258,rice
CHAMARAJANAGAR,2007,Kharif,16478.0,43550.0,20.9146359578,6.1894494973,16.8961061442,24.6532516181,19.2369891789,49.3306005934,10.2734113462,12.0524287891,rice
CHIKBALLAPUR,2007,Kharif,3974.0,10646.0,19.7421415432,7.4834030785,11.0059677944,27.6077323164,25.59565056,50.1991683929,10.8471611599,12.6433381293,rice
CHIKMAGALUR,2007,Kharif,38745.0,102482.0,27.1752699076,7.8406695039,17.5406821655,27.4538845563,16.4416899321,50.6936234049,11.2028112951,13.7152607738,rice
CHITRADURGA,2007,Kharif,2728.0,6857.0,27.7692627405,8.4934233726,17.8462308661,28.8928697995,17.6161688309,47.6985365046,11.8617335164,10.6938373914,rice
DAKSHIN KANNAD,2007,Kharif,33029.0,77189.0,23.3503519912,7.1356802528,13.3808507829,27.5000995145,26.2521222341,48.5077100272,11.1867204443,11.8962260269,rice
DAVANGERE,2007,Kharif,22074.0,67328.0,25.4620310031,7.3580330967,17.6034390692,25.1390189845,21.8851810295,52.8863666147,11.0205744192,12.484322725,rice
DHARWAD,2007,Kharif,25693.0,44801.0,19.0850769064,6.8884178155,18.3507691932,20.7363726151,25.6779579058,49.4713293419,13.4128534495,12.334479231,rice
GADAG,2007,Kharif,1473.0,3705.0,26.161024559,8.5510694352,10.3863253949,27.0870286447,18.6564683946,51.3983701743,10.7904593996,11.6097726115,rice
GULBARGA,2007,Kharif,52131.0,141389.0,29.0081628782,6.8364486757,18.6592162111,29.1204749643,26.3052648929,51.072396908,11.4306578854,10.9031365564,rice
HASSAN,2007,Kharif,46186.0,113954.0,19.6372892733,8.254200719,17.3453383396,25.552721404,24.0927230509,51.6309510088,11.2435027042,13.3353388066,rice
HAVERI,2007,Kharif,37740.0,92017.0,24.4545661941,8.3255117442,12.5879606939,23.4168909342,25.9849642152,48.5551244738,10.9272667565,13.3667435075,rice
KODAGU,2007,Kharif,36752.0,94257.0,20.7016368934,7.9375511952,19.4931618476,20.9190255502,17.7745597211,51.704450121,12.0677896985,10.1792761876,rice
KOLAR,2007,Kharif,4759.0,7223.0,26.2578976452,9.1942124527,10.3841135255,22.5624168468,16.2268299878,47.9138536399,11.3864854814,11.4398796407,rice
KOPPAL,2007,Kharif,38476.0,145069.0,19.179581512,8.3796283208,19.5705893415,25.0087120312,18.9895026702,49.86472539,10.8675966495,13.1648850381,rice
MANDYA,2007,Kharif,64691.0,209714.0,18.2324318087,5.3369537067,14.9396800931,20.311777789,16.2396672553,47.135371783,10.9814972382,12.1197572881,rice
MYSORE,2007,Kharif,105745.0,315901.0,20.1647203125,5.9061562402,13.8068579172,21.1028954255,23.085787105,50.0170587752,11.980704167,11.403706681,rice
RAICHUR,2007,Kharif,96323.0,286365.0,20.7549051875,7.7084026084,15.3768493996,28.1493335979,17.2555022408,49.3549984256,12.5618763597,10.3597219955,rice
RAMANAGARA,2007,Kharif,5784.0,15901.0,18.3696194514,8.4860998713,14.5476592894,26.5768217135,18.1830727604,50.9495238706,11.9046060105,12.8487019712,rice
SHIMOGA,2007,Kharif,114973.0,279602.0,24.8434959449,7.4827724054,10.150970452,21.1363913297,23.8297876279,50.2125589536,13.1507059882,13.2928254775,rice
TUMKUR,2007,Kharif,18728.0,54575.0,26.9181271308,9.0383445637,15.1698877888,22.7183389097,26.5197725274,50.4626083596,12.7882084787,10.0006846739,rice
UDUPI,2007,Kharif,51353.0,124387.0,22.0690174432,8.0378951002,18.6041935481,22.8908139699,21.0110168572,52.8647407056,13.691506051,13.1453953579,rice
UTTAR KANNAD,2007,Kharif,77362.0,155370.0,17.3300161795,8.863715228,13.018566481,28.6000549655,20.7756246962,49.1910316739,11.800332418,10.2707776545,rice
BAGALKOT,2007,Rabi,3098.0,2688.0,26.9943413418,6.4550918916,68.8007557076,17.4194260086,34.760258592,0.0,15.6490297173,0.0,safflower
BELGAUM,2007,Rabi,7829.0,4305.0,31.3120778646,6.8330820762,76.4147017976,16.0355535164,33.5374906343,0.0,18.4996557761,0.0,safflower
BELLARY,2007,Rabi,3198.0,1972.0,24.3197166342,6.6767097539,73.6209290294,17.1661610489,32.9524612119,0.0,16.2608135521,0.0,safflower
BIDAR,2007,Rabi,9989.0,14566.0,31.4503095625,6.4224847638,78.8601045473,15.3719724277,33.8043289529,0.0,14.697447387,0.0,safflower
BIJAPUR,2007,Rabi,6885.0,1975.0,27.5445260901,6.0687511703,79.1969446187,15.2438002674,32.8624212535,0.0,17.3383209555,0.0,safflower
CHIKMAGALUR,2007,Rabi,52.0,44.0,24.6844886061,6.8673180772,61.4317929672,15.1351158329,34.0557790197,0.0,16.7936404596,0.0,safflower
CHITRADURGA,2007,Rabi,1952.0,1022.0,30.5778024933,6.7844606443,82.0036852892,17.579107758,33.1029045019,0.0,18.7074302504,0.0,safflower
DAVANGERE,2007,Rabi,161.0,135.0,24.586327078,6.8296624581,89.7328195129,16.5580153377,34.406911018,0.0,15.987137483,0.0,safflower
DHARWAD,2007,Rabi,8919.0,10201.0,27.5318836764,6.5518019082,80.013906687,16.9358029518,32.8120958499,0.0,14.0009143327,0.0,safflower
GADAG,2007,Rabi,3209.0,3411.0,29.1360599584,6.8260125175,60.8559769151,15.7226486225,34.1656037815,0.0,18.889468423,0.0,safflower
GULBARGA,2007,Rabi,11342.0,7734.0,31.1841191683,6.6350293666,87.4431483519,17.7926996205,33.772641627,0.0,17.4236414021,0.0,safflower
